text,label
Can you confirm my payment of $112 posted on April 19th,Billing
I want to switch from paper billing to ebill but keep the $5 credit,Billing
Why am I paying $25 for a 'Regional Sports Fee' when I have internet only,Billing
My bill went up after I removed HBO. That doesn’t make sense,Billing
Can you re-rate my last bill without the 'Premium Data' add-on I didn’t want,Billing
I’m getting charged for a tablet line I cancelled 6 months ago,Billing
"Please reverse the $50 'Missed Appointment' fee. Your tech was late, not me",Billing
My bill shows a $199 'Non-Return Modem' fee but I use my own modem,Billing
Can you move my billing cycle to sync with my Social Security deposit,Billing
I need a letter stating my account is in good standing for my apartment,Billing
Why is there a 'Franchise Fee' and a 'Franchise Cost' as two lines,Billing
My bill says I used 900GB on a phone line. That has to be an error,Billing
Can you stop the paper bills? I’m still getting them after opting out,Billing
I was told my first bill would be prorated but I got charged full month,Billing
Please remove the $10 'Lease Fee' since I bought my router outright,Billing
My bill has a $35 'Service Transfer Fee'. I just moved within same city,Billing
Can you apply my overdue balance to my credit card on file now,Billing
I’m getting a $3 'E-911 Fee' per line. Is that required for all 5 lines,Billing
Why did my taxes go from $8 to $14 with no plan change,Billing
Can you send me a zero balance letter for closing on my house,Billing
My bill shows a credit of $600. Is that real or a system glitch,Billing
I want to pay $100 now. Will that stop the disconnect scheduled today,Billing
Please explain the $18.72 'Other Charges & Credits' section,Billing
My bill says 'Includes $40 discount' but my total didn’t drop $40,Billing
Can you refund the $20 'Payment Processing Fee' for using debit card,Billing
I’m getting charged for WiFi pods I never received,Billing
Why is there a $15 'Change of Service Fee' when I only removed a feature,Billing
My bill shows a $0.99 'Regulatory Video Cost Recovery'. What is that,Billing
Can you put a note to not charge late fees while my fraud case is open,Billing
I need my last 12 bills for bankruptcy filing. Can you email them,Billing
Why am I paying $10 for 'Whole Home DVR' on each TV box,Billing
My bill says I’m in a contract until 2027. I never signed one,Billing
Can you reverse the $75 'Reactivation Fee'. My service was never off,Billing
Internet disconnects every time my sprinkler system turns on,Repair
Getting 900+ ping in games between 7-10pm. Unplayable,Repair
My phone line has a busy signal even when I’m not on a call,Repair
Cable box reboots itself during primetime shows every night,Repair
Ethernet works but WiFi SSID disappeared from all devices,Repair
Tech said my tap is bad. When will maintenance replace it,Repair
Getting 'Error S0a00' on all X1 boxes since last night,Repair
My upload speed is 35 but download is 2. That’s backwards,Repair
Internet works on VPN but not without it. Something’s blocking,Repair
Landline has echo and I hear other conversations faintly,Repair
The drop from the pole to my house is frayed and sparking,Repair
My gateway keeps switching from IPv4 to IPv6 and breaking my cameras,Repair
TV audio is out of sync by 2 seconds on all live channels,Repair
Internet drops when my neighbor uses his arc welder,Repair
Getting 'Weak or No Signal' on channels 2 through 13 only,Repair
My eero system says 'No Internet' but your modem light is solid white,Repair
Phone calls drop exactly at 32 minutes every time,Repair
The buried cable conduit is full of water. Tech saw it last visit,Repair
My DVR didn’t record my shows last night. Storage is only 40% full,Repair
Internet slows down when the sun hits the box outside,Repair
Getting 'XRE-03121' error. Already restarted box 3 times,Repair
"My speeds are fine until I start a download, then it tanks to 1 Mbps",Repair
Landline rings once then goes to fast busy for all callers,Repair
Tech replaced my line but used RG59 instead of RG6. Will that matter,Repair
Cable card not pairing. Getting 'Not Authorized' on all channels,Repair
Internet works but I can’t reach my work VPN. MTU issue maybe,Repair
My ONT battery is beeping and I don’t have replacement,Repair
TV shows 'One Moment Please' for 10 minutes before loading,Repair
Getting shock when touching the coax cable end. Is that normal,Repair
My 2.4GHz WiFi vanished. Only 5GHz shows now,Repair
"Internet cuts out when we use the microwave, even on 5GHz",Repair
Phone has dial tone but pressing numbers does nothing,Repair
My gig service never goes above 400 Mbps even hardwired,Repair
The tech tracked mud in and didn’t fix anything,Repair
Getting 'RDK-10000' every morning until I reboot,Repair
Internet latency is 200ms to Google but 20ms to your speed test,Repair
My cable box is hot to touch and smells like burning plastic,Repair
Since the node split my speeds are worse not better,Repair
Getting 'Authorization Error' on streaming apps using your login,Repair
My coax outlet in bedroom has no signal but living room does,Repair
Internet drops when UPS truck drives by. EMI issue,Repair
Phone line picks up AM radio station when it’s raining,Repair
My gateway reboots when I run a speed test,Repair
TV channels tile and freeze during commercials only,Repair
Getting 'CM Error' on modem logs every 5 minutes,Repair
My service goes out when temperature drops below 40 degrees,Repair
Tech said I need a house amp but didn’t install one,Repair
"Internet works on PC but all IoT devices show 'Connected, No Internet'",Repair
Landline can’t call 800 numbers. Get 'Your call cannot be completed',Repair
My speeds are 950 down but 0.5 up. Upload is broken,Repair
Do you offer symmetrical speeds in 33101 for business class,Sales
Can I get a free iPad if I add a tablet line today,Sales
I want to switch from DSL to fiber. Is there a free install promo,Sales
Looking for unlimited data hotspot plan for my RV,Sales
Can I get the $30 internet plan with ACP discount,Sales
Do you have a student plan for college apartments,Sales
I want to bundle mobile with internet. How much for 2 lines + 500 Mbps,Sales
Can I buy your mesh WiFi system outright instead of monthly,Sales
Do you offer landline without internet for my elderly mom,Sales
Is there a referral bonus if I get my brother to sign up,Sales
Can I get a second IP address for my server at home,Sales
Do you have prepaid mobile plans with hotspot included,Sales
I want to move my business service to my house temporarily,Sales
Can I get the NFL Sunday Ticket through you this season,Sales
Do you offer 10 Gig service for residential yet,Sales
Can I get a static IP block of 5 addresses,Sales
I want to add international calling to Mexico. What’s the rate,Sales
Do you have a plan with Peacock Premium included,Sales
Can I get a phone number in a different area code,Sales
Is there a discount if I bring my own modem and router,Sales
Do you offer VoIP for home with battery backup,Sales
Can I get the $55 for life internet deal I saw online,Sales
I want to sign up but I have bad credit. Any deposit waivers,Sales
Do you have internet only for $25 like the ad said,Sales
Can I get a business line with SLA and 4-hour repair,Sales
Comcast gave me $300 to switch. Can you match that,Retention
I’m paying $220 a month. That’s not sustainable on retirement,Retention
Your service is down more than it’s up. Why should I stay,Retention
I found fiber for $45. Meet it or cancel me today,Retention
Been a customer 15 years. I deserve better than a $5 credit,Retention
Cancel all but the cheapest internet. I’m cutting costs,Retention
Your app says I’m a 'valued customer' but bills say otherwise,Retention
I’m moving to where you don’t service. Account closed next week,Retention
Take the $40 of fees off or I’m going to T-Mobile Home Internet,Retention
This is my final call before I file an FCC complaint or cancel,Retention
Give me new customer pricing or I’ll sign up under my wife’s name,Retention
I don’t need 1 Gig. Downgrade me or I’ll leave completely,Retention
Your retention rep last week promised $50 off. It’s not here,Retention
I’m tired of calling every year to haggle. Just give me a fair rate,Retention
Cancel my service. I’m going to use my phone hotspot only,Retention
I want to ship back my cable boxes. Send me a prepaid label,Order Management
Change my install from self-install to pro install. I’m not techy,Order Management
My phone order shows delivered but I never got it,Order Management
Cancel the technician. My service started working on its own,Order Management
I ordered 3 WiFi pods but only 2 arrived,Order Management
Please update my order to include a battery backup for ONT,Order Management
Can you delay my number port 48 hours. Need to close old account,Order Management
My install was rescheduled without asking me. Change it back,Order Management
I need to return the gateway and keep using my own,Order Management
Add a second cable box to my install order for Tuesday,Order Management
My bill is $40 higher after you said 'no price change' on the upgrade,Billing
Can you remove the $20 'Broadcast Fee' while I’m on vacation pause,Billing
I’m getting charged for a service call when the issue was your outage,Billing
Why is there a 'Franchise Regulatory Fee' and 'Regulatory Fee' separately,Billing
My bill shows a $75 'Truck Roll' but no one came to my house,Billing
Can you apply my Amex offer credit to the past due amount,Billing
I’m getting a $5 'Paperless Billing Fee'. That’s the opposite of what it should be,Billing
Why did my plan change from $70 to $85 with no notice,Billing
My bill has a $12 'Voice Network Investment Fee' on internet only,Billing
Can you delete the $99 'Service Activation' since I did self-install,Billing
I need a supervisor to approve waiving $300 in install fees,Billing
Why am I paying $8 for 'Service Protection Plan' I never added,Billing
My bill shows a payment but your system says I’m still past due,Billing
Can you stop the autopay? I want to pay manually this month,Billing
I’m getting charged $15 for each additional TV box. Is that right,Billing
Please remove the $25 'Downgrade Fee'. I’m cutting costs,Billing
My bill says 'Includes $10 loyalty discount' but math doesn’t add up,Billing
Can you reprint bill with my business tax ID on it,Billing
I was charged $50 for a returned payment but my bank shows it cleared,Billing
Why is there a $2 'Internet Infrastructure Surcharge',Billing
My bill has a $0 charge for 'Equipment Upgrade' but total went up,Billing
Can you confirm my promo ends August 2026 not 2025,Billing
I’m getting a $7 'Carrier Cost Recovery' fee on every line,Billing
Please take off the $60 'Service Restore' fee. I paid before cutoff,Billing
My bill shows a credit balance but I can’t use it for my new order,Billing
Can you explain why 'Taxes and Fees' are 28% of my bill,Billing
I want to pay my bill in cash. Where’s the closest payment center,Billing
Why did my 'Price for Life' go up after you added a fee,Billing
My bill has a $10 'Network Access Charge' twice,Billing
Can you reverse the $3 'Pay by Phone' fee? The website was down,Billing
Internet is out and your outage map shows nothing. Am I the only one,Repair
Getting 'Error 500' when logging into your app to report outage,Repair
My service drops every time my neighbor’s landscaper is here,Repair
TV says 'Acquiring Signal' for 20 minutes every time it rains,Repair
Internet works but my work laptop says 'Captive Portal Detected',Repair
Landline has static only when my AC kicks on,Repair
My gateway light is solid white but no devices can get online,Repair
Speeds are 900 Mbps but websites load slow. DNS issue,Repair
Getting 'RDK-03033' after power outage. Other box is fine,Repair
Internet cuts out when I use my garage door opener,Repair
My MOCA adapter stopped working after your tech visit,Repair
Phone line dial tone is there but breaks up when talking,Repair
My service was working before you 'upgraded' the node,Repair
WiFi calling drops calls when I walk between rooms,Repair
Getting 'CM Certificate Error' in modem logs daily,Repair
Internet lags in Fortnite but speed test shows 800 Mbps,Repair
My cable box won’t update firmware. Stuck at 28%,Repair
Service drops when the city water tower light blinks,Repair
Getting 'Error 7' on all streaming apps through your service,Repair
My landline caller ID shows wrong numbers constantly,Repair
Do you have 8 Gig fiber in 10001 New York,Sales
Can I get the Pixel 9 Pro with $700 off for switching,Sales
Is there a bundle with Disney+ and ESPN+ included,Sales
Do you offer internet for a food truck with mobile router,Sales
Can I get a /29 subnet routed to my business account,Sales
I want to pre-order the new iPhone. When does it ship,Sales
Do you have a plan for just email and light browsing for seniors,Sales
Can I get 4 lines for $100 with autopay,Sales
Is there a discount for teachers or nurses,Sales
Do you offer rural fixed wireless if I’m 5 miles out of town,Sales
My bill has a $20 'Video Technology Fee' but I only have internet,Billing
Can you waive the $10 'Service Change Fee'? I did it all online,Billing
I’m getting billed for a landline I cancelled 8 months ago,Billing
Why is there a $15 'Regulatory Video Cost' on my internet-only plan,Billing
My bill shows $0 due but I got a collections letter yesterday,Billing
Please remove the $35 'Activation Fee'. The store said it was waived,Billing
I need my bill broken down by location for my 3 properties,Billing
Why did my 'All-In Pricing' bill add $22 in fees after signup,Billing
My bill has a $6 'Internet Cost Recovery Fee'. Is that new,Billing
Can you refund the $50 'Same Day Reconnect' when it took 2 days,Billing
I’m getting charged $25 for 'Unreturned Equipment' but I have the FedEx receipt,Billing
Why is there a $9.99 'Advanced TV Service Fee' on a basic box,Billing
My bill says I have a contract. I’m month-to-month,Billing
Can you apply my $150 gift card to the overdue balance only,Billing
I’m getting a $4 'State Telecom Tax' and a 'State Sales Tax' too,Billing
Please delete the $18 'Tech Premium Support' I didn’t authorize,Billing
My bill shows a $0 payment but $200 was drafted from my bank,Billing
Can you move my due date? My disability check comes on the 3rd,Billing
I want to dispute the $90 'Construction Charge' for a line already here,Billing
Why did my bill go up $5 when I removed premium channels,Billing
My bill has a $12 'Network Access and Maintenance Fee',Billing
Can you stop the 'Paper Bill' and 'Paperless Credit' from canceling out,Billing
I’m getting charged for 2 modems. I only have one,Billing
Please reverse the $25 'NSF Fee'. My bank shows funds were there,Billing
My bill says 'Includes $60 Promo' but I only see $30 off,Billing
Can you email a breakdown of the $47 in 'Other Charges',Billing
I’m getting a $3 'E-Bill Fee'. Shouldn’t that be free,Billing
Why is there a $40 'Service Adjustment' with no explanation,Billing
My bill has a $15 'Franchise Cost' and 'Franchise Fee',Billing
Can you confirm my balance is $0 before I port out,Billing
I need to add my LLC name to the bill for tax purposes,Billing
Why did my 'Taxes' line item double when my plan didn’t change,Billing
My bill shows a $200 credit but I can’t buy equipment with it,Billing
Can you waive the $99 'Professional Install' since tech was here 10 min,Billing
I’m getting billed for 'Cloud DVR Plus' on 3 boxes individually,Billing
Please remove the $7 'Voice Service Fee'. I don’t have phone,Billing
My bill says I owe $0.01 and it won’t let me pay online,Billing
Can you reissue my bill? It has my old address after I moved,Billing
I want to pay my bill with PayPal. Why is there a $6 fee,Billing
Why is there a $25 'Order Processing Fee' for self-install,Billing
My bill has a $10 'Network Enhancement Charge' every month now,Billing
Can you stop the $5 'Late Fee' while my payment plan is active,Billing
I’m getting charged for a 'Whole Home WiFi' assessment I declined,Billing
Please delete the $30 'Service Dispatch' when outage was area-wide,Billing
My bill shows a $0 balance but app won’t let me upgrade,Billing
Can you apply my deposit to my final bill since I’m cancelling,Billing
I need a detailed bill with MAC addresses for my expense report,Billing
Why did my 'Bundle Discount' drop from $40 to $20,Billing
My bill has a $50 'Violation of Terms' fee. What terms,Billing
Can you remove the $15 'SIM Card Fee' for BYOD,Billing
Internet drops when my solar panels backfeed to the grid,Repair
Getting 'RDK-03004' Cannot Connect to X1 Platform nightly,Repair
My phone line works but faxes fail since your network change,Repair
Cable box HDMI port is loose. Picture cuts out if touched,Repair
Internet speed is 800 Mbps but bufferbloat is 2000ms,Repair
Tech said my signal is too hot at +12 dBmV. Causing issues,Repair
Getting 'Error 11' on all premium channels only,Repair
My gateway reboots if I plug into LAN port 4,Repair
WiFi works on iPhone but Android says 'IP Configuration Failure',Repair
Landline has dial tone but can’t break it. No numbers work,Repair
Internet drops when train goes by. I’m 200ft from tracks,Repair
My ONT shows green PON but red FAIL. What does that mean,Repair
TV channels work but guide data is 3 days behind,Repair
Getting 'XRE-03007' on all boxes after lightning storm,Repair
"My speeds are 50 Mbps down, 500 Mbps up. Reversed",Repair
Internet cuts out when my fish tank heater turns on,Repair
Phone calls have 3-second delay like satellite,Repair
The node battery failed. Whole street out for 6 hours,Repair
My cable box says 'Too Hot' and shuts down,Repair
Internet works but my smart thermostat keeps disconnecting,Repair
Getting 'RDK-10003' Platform Error every Sunday,Repair
My landline rings but when I pick up it’s dead air,Repair
Tech buried my line but didn’t connect it at the tap,Repair
WiFi 6E band disappeared after firmware push last night,Repair
Internet lags in Discord voice but games are fine,Repair
My phone line picks up police scanner chatter,Repair
Cable box won’t go past 'Welcome' screen after update,Repair
Internet drops when my neighbor runs his ham radio,Repair
Getting 'Error Code: IA09' on all streaming apps,Repair
My gateway says 'Online' but routing table is empty,Repair
TV has audio but video is black on all HD channels,Repair
Internet slows to 5 Mbps when my kid gets home from school,Repair
Landline works but caller ID only shows 'Unknown' now,Repair
My service was fine until you 'upgraded' me to mid-split,Repair
WiFi calling texts fail but calls work,Repair
Getting 'CM REG REQ' looping in modem logs,Repair
Internet cuts out when my pool pump starts,Repair
My cable box fan is screaming loud constantly,Repair
Service drops when temperature hits 95 degrees outside,Repair
Getting 'XRE-10004' after every reboot,Repair
My upload is 0 Mbps but download is 940 Mbps,Repair
Internet works on Google sites only. Everything else times out,Repair
Phone line has no dial tone but 911 still works,Repair
My gateway WAN port LED is orange not white,Repair
TV pixels freeze but audio continues fine,Repair
Internet drops when I turn on my treadmill,Repair
Getting 'RDK-03062' Connected but no entitlement,Repair
My WiFi SSID renamed itself to 'SETUP-XXXX' overnight,Repair
Landline rings once then continuous dial tone,Repair
My service was cut during your 'network upgrade' and never came back,Repair
Can I get 5 Gig fiber with 2 Gig upload,Sales
Do you offer free Peacock for 12 months with internet,Sales
I want to add a watch line and get $200 off the watch,Sales
Can I get the $45 ACP plan with 300 Mbps,Sales
Do you have a BYOD rebate for bringing 4 lines,Sales
I want to sign up but need next-day install,Sales
Can I get a /28 IP block for my home lab,Sales
Do you offer no-contract gig internet,Sales
I want to bundle mobile and get a free phone per line,Sales
Can I get the business fiber plan at my residence,Sales
"Do you have a plan for seasonal cabins, 6 months on",Sales
